Name,Pos,Age,Frame,Athl,Levers,Arm,Perf,Delivery,playerId
Chris Murphy,MIRP,24.3444444,1,,Med,,,,sa3011431
Gavin Hollowell,SIRP,24.9305555,,,Long,,,-1,25427
Jerar Encarnacion,DH,24.9638888,,,Med,55,,,21871
Wilyer Abreu,LF,23.2916666,-1,,Med,45,1,,sa3005082
PJ Poulin,SIRP,26.2055555,,1,Short,,1,,sa3007223
Javier Sanoja,SS,20.1,-2,1,Short,35,,,sa3015564
Jeter Downs,2B,24.2,,,Med,50,1,,22202
Carson Palmquist,MIRP,21.9777777,1,1,Long,,,1,
Karson Milbrandt,SP,18.4666666,,,,,,,
Alex Binelas,3B,22.3694444,-1,-1,Short,40,1,,sa3017044
Bryan Perez,SP,19.0861111,,,Med,,,,sa3016515
Marcus Johnson,SP,21.8277777,,,,,,,
Bradley Blalock,SP,21.7888888,1,,Long,,-2,-1,sa3011809
Will Ethridge,SP,24.8027777,1,-1,Short,,1,1,sa3011337
Evan Fitterer,SP,22.2861111,,,Long,,,,sa3011433
Andrew Politi,SIRP,26.3472222,,,Long,,,,sa3007243
Ryan Vilade,LF,23.6416666,,-1,Med,40,1,,22165
Will Stewart,MIRP,25.2361111,,,Med,,,,sa875247
Juan Daniel Encarnacion,SP,21.525,1,1,Long,,,,sa3008697
Julian Fernandez,SIRP,26.8444444,,,Long,,,-2,18341
Josh White,MIRP,21.875,,,Short,,,-1,
Angel Bastardo,SIRP,20.3083333,,1,Long,,,-1,sa3009716
Zach McCambley,MIRP,23.4611111,,,Med,,,,sa3014478
Dalton Rogers,SIRP,20.725,,,Short,,,,
Luis Palacios,SP,22.2722222,,,,,,,sa3003021
Max Ferguson,2B,23.1277777,2,1,Med,45,1,,sa3016819
Chase Meidroth,LF,21.2111111,,,Short,,,,sa3020011
Enderso Lira,C,18.9944444,,,Long,50,,,sa3016145
Chih-Jung Liu,SIRP,23.5055555,-1,1,Med,,-1,-1,sa3014675
Brendan Cellucci,SIRP,24.275,2,,Med,,,-1,sa3011710
Jeremy Wu-Yelland,SIRP,23.2916666,,,Short,,,-1,sa3014520
Noah Dean,SIRP,21.5805555,,,Long,,,-2,
Tyler Dearden,LF,24.2583333,1,1,Med,40,,,sa3005103
Elmer Rodriguez-Cruz,SIRP,19.1416666,2,1,Long,,,,sa3019459
Naysbel Marcano,C,20.3777777,-1,1,Med,60,,,sa3008804
Durbin Feltman,SIRP,25.475,-1,1,Med,,,1,sa3007959
Alex Hoppe,SIRP,23.8111111,,,,,,,
Cam Cannon,2B,24.9805555,-1,-1,Short,50,1,,sa3011467
Nick Decker,RF,23.0194444,,1,Med,50,-2,,sa3008590
Reidis Sena,SIRP,21.5055555,,,Short,,,,sa3009626
Bryan Gonzalez,RF,21.0583333,1,,Long,45,,,sa3008805
Dylan Spacke,SIRP,24.5777777,,,Med,,,,sa3010812
Wyatt Olds,SIRP,23.1777777,,,Long,,,,sa3017539
Yosy Galan,RF,21.4555555,2,1,Long,60,,,sa3015202
Trevor Hauver,LF,23.8861111,,-1,Med,40,1,,sa3014448
Jake Latz,SP,26.5027777,1,,Long,,,,21306
Yohel Pozo,C,25.3194444,-1,-2,Short,45,1,,18848
Nick Snyder,SIRP,26.9972222,,,Med,,,,23493
Blake Cederlind,SIRP,26.7638888,1,-1,Med,,,-1,20344
Ian Moller,C,19.9527777,1,1,Short,60,1,,sa3017171
Angel De Jesus,SIRP,25.6555555,1,-1,Long,,,-1,22323
Dylan O'Rae,2B,18.6527777,,,,,,,sa3020220
Owen Kellington,SP,19.6777777,,,Med,,,1,sa3018801
Lucas Jacobsen,SIRP,27.2722222,,,Long,,,,sa918634
Franklin Perez,SP,24.8416666,2,,Med,,,-1,sa873722
Alec Bettinger,SP,27.2388888,,-1,Med,,1,,20312
Jack Brannigan,SIRP,21.5777777,,,,,,,
Ricky Vanasco,MIRP,23.9888888,,,Med,,,-1,sa3004863
Tyler Mattison,SIRP,23.0944444,1,1,Long,,-1,,sa3018117
Edwin Jimenez,SP,20.825,1,1,Med,,1,1,sa3010800
Omar Cruz,SP,23.7027777,-1,,Short,,,,sa3006971
Hever Bueno,SIRP,27.8777777,-1,,Med,,,-1,sa738180
Andre Lipcius,3B,24.3805555,,,Med,55,1,,sa3010401
Matt Wood,C,21.6027777,,,,,,,
Santiago Florez,SIRP,22.4166666,1,-1,Long,,,1,sa3003026
Cody Freeman,C,21.7611111,-1,,Short,50,1,,sa3010153
Brendon Davis,SS,25.1972222,,1,Long,60,-1,,18587
Mario Feliciano,C,23.8861111,,,Med,55,,,20263
Tahnaj Thomas,SIRP,23.3138888,2,1,Short,,-2,2,sa3003066
Josh Gessner,MIRP,22.2888888,,1,Med,,1,,sa3011658
Jose De La Cruz,RF,20.7666666,-1,,Med,60,,,sa3008747
Justin Topa,SIRP,31.5888888,1,-1,Long,,,,15145
JP Massey,SP,22.5222222,2,1,Long,,,2,
Daniel Robert,SIRP,28.1083333,,,Med,,1,,sa3009856
Keider Montero,SIRP,22.2583333,-1,,Med,,,1,sa3002956
Victor Castaneda,MIRP,24.1166666,-1,-1,Short,,,,sa978399
Nick Dombkowski,MIRP,24.1666666,,,Short,,2,1,sa3017201
Ryder Ryan,SIRP,27.4111111,,,Long,,,,sa829853
Will Rudy,SP,21.4222222,,,,,,,
Eddy Yean,SP,21.2888888,-1,,Med,,,1,sa3006543
Davis Wendzel,SS,25.3777777,,,Med,60,,,sa3011890
Eduarqui Fernandez,RF,20.8861111,2,1,Long,60,-1,,sa3008749
Lolo Sanchez,CF,23.4611111,,1,Med,55,-1,,sa917767
Fernery Ozuna,SIRP,26.9166666,,1,Med,,-1,,sa739259
Nick Bennett,MIRP,25.1055555,,-1,Long,,,,sa3011410
Brennan Malone,SP,22.0861111,,1,Med,,,,sa3011741
Scott Engler,SIRP,25.825,,,Med,,1,,sa918353
Ben Metzinger,3B,23.2861111,,,,,,,sa3019927
Blake Sabol,C,24.7555555,2,,Long,40,,,sa3010269
Yeferson Tineo,SS,18.9972222,-1,2,Short,55,1,,sa3015726
Hobie Harris,SIRP,29.2944444,2,,Med,,-1,1,sa876068
Hunter Stratton,SIRP,25.8944444,,,Med,,,,sa3004216
Cameron Cauley,SS,19.675,-1,1,Short,50,,,sa3017167
Cam Robinson,SIRP,23.0916666,,1,Med,,1,1,sa3005216
Trey McGough,SP,24.5277777,,,Med,,,,sa1170436
Edwar Colina,SIRP,25.4333333,-2,-2,Short,,1,-1,20589
Clayton Andrews,SIRP,25.7638888,-1,2,Short,,1,1,sa3007226
Tsung-Che Cheng,SS,21.2583333,-2,,Short,55,2,,sa3015376
Lucas Erceg,SIRP,27.4388888,1,1,Long,,-1,1,sa872722
Jackson Glenn,2B,24.9583333,-1,,Short,40,,,sa3017478
Max Lazar,MIRP,23.35,,,Long,,2,1,sa3005163
Zavier Warren,3B,23.7527777,1,,Med,60,1,,sa3014549
Will Wagner,2B,24.1944444,,,Med,40,1,,sa3017079
J.C. Correa,C,24.0666666,-1,,Short,50,,,sa3014823
Parker Mushinski,SIRP,26.8805555,-1,1,Short,,1,1,21324
Luis Baez,RF,18.7444444,1,,Long,55,1,,sa3018482
Cristian Gonzalez,SS,20.9638888,2,1,Long,60,-1,,sa3008771
J.J. Matijevic,1B,26.9027777,,,Med,30,1,,20165
Misael Tamarez,MIRP,22.7305555,1,,Med,,,-1,sa3009632
Yendry Rojas,3B,17.7,-1,-1,Med,40,1,,sa3018418
Edinson Batista,SP,20.3888888,,1,Short,,1,1,sa3009266
Brett Sullivan,C,28.6305555,,,Med,40,1,,sa857232
Richard Gallardo,SP,21.0916666,-1,1,Short,,,,sa3009990
Spencer Arrighetti,SIRP,22.7694444,,,Med,,,,sa3017537
Kevin Kopps,SIRP,25.6027777,,1,Med,,2,,sa3017005
Eury Ramos,SIRP,24.9972222,2,,Med,,,,sa873729
Miguel Ullola,SIRP,20.3055555,-1,1,Short,,,,sa3016504
Jackson Wolf,MIRP,23.4638888,1,,Long,,1,-1,sa3017384
Yovanny Cruz,SP,23.1277777,-1,-1,Med,,-1,,sa3002951
Ronel Blanco,SIRP,29.1083333,,1,Short,,-1,-1,19407
Nathan Martorella,1B,21.6416666,,,,,,,sa3019978
Riley Thompson,MIRP,26.25,,,Long,,,,sa876287
Jaime Melendez,SIRP,21.0361111,-1,,Short,,,,sa3010660
Jairo Iriarte,MIRP,20.8166666,1,1,Med,,,-1,sa3010798
Irv Carter,SP,20.0027777,1,1,Med,,1,2,sa3019239
Kervin Castro,SIRP,23.6722222,-2,-1,Short,,,1,21656
Andrew Taylor,SP,21.0444444,,,,,,,
Pedro Avila,SP,25.7361111,-1,-1,Short,,,,18864
Kendry Rojas,SIRP,19.8694444,,,Long,,1,,sa3016746
Alexander Vizcaino,SIRP,25.3805555,1,1,Long,,1,-2,sa920272
Collin Price,C,22.9,,,,,,,sa3019935
Kyle Tyler,SP,25.7833333,,,Med,,1,2,22092
Chad Dallas,MIRP,22.2861111,-1,,Short,,1,,sa3018180
Ethan Roberts,SIRP,25.2638888,,1,Short,,2,1,24930
Dauri Lorenzo,SS,19.9444444,1,1,Short,50,-1,,sa3014685
Ray Kerr,SIRP,28.0805555,1,1,Long,,,-2,23809
Alex De Jesus,3B,20.5472222,1,,Med,60,,,sa3008842
Jordan Nwogu,CF,23.5805555,1,1,Med,45,-1,,sa3014530
Alex Santos II,SP,20.6638888,1,,Med,,-1,1,sa3014684
Marcos Castanon,2B,23.5444444,,-1,Short,40,,,sa3016818
Adrian Pinto,CF,20.0472222,-1,,Short,50,1,,sa3015542
Koen Moreno,SP,21.1888888,1,1,Med,,,,sa3014509
J.P. France,MIRP,27.5138888,-1,,Short,,1,,sa3008310
Charlis Aquino,SS,20.8916666,,1,Long,60,-1,,sa3008895
Alan Roden,1B,22.7972222,,,,,,,sa3020212
Yeison Santana,SS,21.8388888,,1,Med,60,-1,,sa3005730
Julio Robaina,MIRP,21.5444444,-1,-1,Med,,1,-1,sa3006817
Chase Walter,SIRP,24.2027777,,-1,Med,,,-1,sa3015112
Luis Meza,C,17.9861111,,,Long,55,,,sa506964
Cayne Ueckert,SIRP,26.3638888,,1,Long,,1,,sa3010789
A.J. Blubaugh,SIRP,22.2638888,,,,,,,
Jackson Smeltz,SIRP,28.0694444,,,,,,,
Sebastian Espino,3B,22.3611111,1,1,Med,45,,,sa3003347
Luis Verdugo,SS,21.9916666,1,1,Med,60,,,sa3006888
Tim Borden II,2B,23.1055555,,,,,,,sa3020193
Sean Mooney,SP,24.7444444,,,Short,,,,sa3014913
Nerwilian Cedeno,SS,20.5638888,-1,1,Short,45,,,sa3010026
Zac Cook,CF,24.4444444,,1,Med,40,,,sa3015090
Anderson Espinoza,SP,24.5833333,,,Med,,-2,,18593
Jordan Brewer,CF,25.1888888,2,1,Med,60,,,sa3011737
Andrew Morris,SIRP,21.1055555,,,,,,,
Angel Felipe,SIRP,25.1083333,,-1,Long,,-1,,sa881181
Trent Palmer,MIRP,23.5166666,-1,-1,Short,,,-1,sa3014491
Matt Mervis,1B,24.4805555,,-1,Med,,,,sa3015051
Tyler Whitaker,RF,20.1861111,1,1,Long,55,-2,,sa3017376
Will Holland,2B,24.475,1,2,Med,55,-1,,sa3011204
Tanner Morris,LF,25.0888888,1,-2,Med,30,1,,sa3009873
Burl Carraway,SIRP,23.3666666,,,Med,,,,sa3014495
Yilber Herrera,SS,17.7333333,,,Med,50,,,sa3018425
Ryan Jennings,SIRP,23.2944444,,,,,,,
Esteban Quiroz,2B,30.6444444,-1,-1,Short,45,2,,19780
Keoni Cavaco,3B,21.3527777,2,1,Long,55,-2,,sa3010706
Manuel Beltre,SS,18.3333333,-1,,Short,50,2,,sa3015710
Ismael Mena,CF,19.8583333,1,1,Long,70,,,sa3014703
Christian MacLeod,SP,22.4916666,,,Med,,,1,sa3018005
Graham Spraker,SIRP,27.5555555,1,1,Med,,,1,sa3004024
Greg Deichmann,RF,27.3583333,1,-1,Med,55,,,19872
Steven Cruz,SIRP,23.3166666,2,,Long,,,-1,sa3003140
Jackson Rees,SIRP,28.1916666,-1,-2,Long,,1,-2,sa3007818
Francis Peguero,SIRP,25.1611111,,,Long,,,,sa3005209
Adam Kloffenstein,SP,22.1222222,,-1,Long,,,,sa3008578
Drew Strotman,SIRP,26.1,1,,Med,,,,sa3004584
Chavez Young,CF,25.2527777,1,1,Med,60,,,sa918963
Juan Mendez,SIRP,23.975,1,,Long,,,-1,sa3015336
Cam Eden,CF,24.525,,1,Short,,1,,sa3009883
Brayan Medina,SP,20.0083333,,1,Med,,,,sa3014705
Cory Lewis,SP,22,,,,,,,
Prelander Berroa,SIRP,22.475,-1,1,Short,,,-1,sa3005069
Spencer Packard,LF,24.9916666,,,Med,40,1,,sa3016803
Cade Marlowe,CF,25.2916666,,,Med,40,1,,sa1170288
Jimmy Joyce,SIRP,23.7388888,,1,Long,,1,,sa3016914
Zach DeLoach,RF,24.1416666,,,Med,45,,,sa3014547
Riley O'Brien,SIRP,27.675,1,,Long,,1,1,20348
Charlie Welch,C,22.6694444,,,Med,40,,,sa3016858
Yeury Tatiz,SIRP,21.8805555,,1,Med,,,,sa3005812
Cristian Mena,SP,19.8,1,1,Med,,,1,sa3015302
Tyler Cleveland,MIRP,21.7722222,1,1,Med,,1,1,
Kade McClure,SP,26.6583333,,-1,Long,,1,,sa915622
Kaden Polcovich,2B,23.6333333,,1,Short,40,-1,,sa3014496
Eric Adler,SIRP,21.9916666,,,,,,,
Natanael Garabitos,SIRP,22.1805555,,,Med,,,,sa3011099
Andrew Dalquist,SP,21.9055555,1,1,Med,,-1,,sa3011841
Bryan Woo,SIRP,22.6916666,1,1,Long,,-2,1,sa3018290
Jonathan Stiever,SP,25.4083333,,-1,Med,,,,24584
Gil Luna,MIRP,23.1944444,-1,1,Short,,-1,-1,sa3017301
Hunter Schryver,SIRP,27.5166666,,,Med,,,1,sa873263
James Beard,CF,22.0416666,1,1,Med,40,-1,,sa3010038
Jonah Tong,SP,19.3333333,,,,,,,
Tanner McDougal,SP,19.5166666,1,-1,Long,,-1,,sa3017471
Mason Barnett,SIRP,21.9222222,,,,,,,
Nick Meyer,C,25.6416666,,,Med,60,1,,sa3007826
Yoan Aybar,SIRP,25.2666666,2,1,Long,,,,sa829086
Austin Charles,SP/3B,18.9055555,2,,Long,,,,
Grant Hartwig,SIRP,24.8083333,,-1,Med,,1,-1,sa3017599
Tobias Myers,SP,24.1777777,1,1,Long,,,,sa918088
Eric Cerantola,SIRP,22.4361111,1,1,Long,,-2,-2,sa3017914
Christian Scott,SP,23.3166666,1,,Long,,,-1,sa3017948
Mason Denaburg,SP,23.1694444,,1,Long,,-2,,sa3010648
Will Klein,SIRP,22.8638888,,-1,Med,,,,sa3014487
Bryce Montes de Oca,SIRP,26.4611111,-1,-1,Long,,,-2,21319
Brenner Cox,LF,18.4111111,,,,,,,sa3020217
William Fleming,SP,23.5916666,,-1,Med,,,,sa3017314
Tyler Stuart,SIRP,23.0027777,,,,,,,
Francisco Perez,SIRP,25.2194444,,,Med,,1,1,21018
Nate Eaton,3B,25.7972222,1,1,Med,80,,,25055
Junior Santos,SIRP,21.1472222,2,-1,Long,,,,sa3005470
Matt Cronin,SIRP,25.0527777,-1,-1,Med,,1,1,sa3011463
A.J. Block,SIRP,24.4805555,1,,Long,,1,,sa3014916
Jacob Reimer,3B,18.6305555,,,,,,,sa3020416
Mitchell Parker,MIRP,23.0333333,1,,Long,,,,sa3014973
Samuel Valerio,SIRP,21.0027777,,-1,Long,,,-1,sa3009220
Robert Dominguez,SP,20.8583333,1,,Long,,,,sa3014694
Roismar Quintana,RF,19.675,,,Med,50,,,sa3014718
Juan Olmos,C,17.8805555,,1,Med,60,,,sa3019778
Raimon Gomez,SIRP,21.0916666,-2,1,Med,,,-1,sa3017645
Jose A. Ferrer,SIRP,22.6,-1,,Short,,1,,sa3006373
Ryan Ramsey,SP,21.725,,,,,,,
Wyatt Young,2B,22.8444444,-2,-1,Short,40,,,sa3017081
Jared McKenzie,CF,21.3972222,,,Med,40,1,,sa3020273
Emilio Marquez,MIRP,24.4472222,-1,1,Short,,2,1,sa3006145
Chase Estep,2B,22.4916666,,,,,,,sa3020120
Lucius Fox,SS,25.2694444,,2,Med,55,-1,,18899
Kasey Kalich,SIRP,24.4555555,-1,,Long,,1,-1,sa1169633
Jhosmer Alvarez,SIRP,21.2777777,,-1,Med,,,-1,sa3005437
Anderson Paulino,SIRP,24.075,1,,Med,,-1,-1,sa3007991
Alvin Guzman,CF,20.9694444,2,2,Long,70,-1,,sa3008748
Ivan Castillo,2B,27.3583333,-1,1,Short,55,1,,15971
Jose Herrera,C,25.625,-2,-1,Short,50,1,,17040
Robbie Glendinning,3B,27.0083333,,,Med,40,1,,sa3004978
Jake Rice,SIRP,25.2222222,,,Med,,,,sa3017593
Omar Florentino,SS,20.9527777,-1,1,Short,50,,,sa3008758
Ryan Bliss,2B,22.8222222,,,Short,,,,sa3016951
Luca Tresh,C,22.7444444,,-1,Med,60,,,sa3017394
Adrian Del Castillo,C,23.0333333,-2,-1,Med,45,1,,sa3016957
Anthony Veneziano,SIRP,25.1055555,,,Long,,,-1,sa1115745
Mitchell Stumpo,SIRP,26.3111111,,,Long,,,,sa3011585
Mack Anglin,SIRP,22.2611111,-1,,Long,,,-1,
Spencer Giesting,MIRP,21.2694444,2,1,Med,,,-1,
Zach Haake,SIRP,26.0027777,1,,Long,,-1,-2,sa3008523
Levi Kelly,MIRP,23.4027777,1,,Long,,1,-1,sa3008500
Austin Cox,MIRP,25.5305555,-1,-1,Med,,-1,,sa3007777
Justin Martinez,MIRP,21.1916666,1,,Med,,,-1,sa3005864
Yaifer Perdomo,SIRP,21.1472222,,,Med,,,,sa3009484
Blaze Alexander,SS,23.3277777,,1,Med,80,,,sa3007742
Christian Cerda,C,19.7833333,-1,-1,Med,45,1,,sa3015623
Nate Savino,SP,20.7083333,1,,Long,,-1,,
Jacob Steinmetz,SP,19.2222222,1,,Long,,,-1,sa3017976
Ryan Weiss,MIRP,25.8305555,2,,Long,,,,sa3007778
Christian Montes De Oca,SIRP,23.1083333,2,,Long,,,,sa3018207
William Kempner,SIRP,21.3083333,,,,,,,
Trevor McDonald,MIRP,21.6194444,1,1,Med,,,,sa3011835
Hunter Bishop,LF,24.2888888,1,1,Med,20,,,sa3011413
Hayden Cantrelle,2B,23.8722222,,2,Short,45,,,sa3014426
Jorge Guzman,SIRP,26.6972222,,-1,Short,,,-1,17505
Cole Waites,SIRP,24.3305555,2,1,Long,,-1,-1,25665
Anthony Seigler,C,23.3027777,,1,Med,60,-2,,sa3006894
Onil Perez,C,20.0805555,,1,Med,,,,sa3015610
Mitch Spence,MIRP,24.425,-1,,Short,,1,,sa1169885
Julio Rodriguez,SIRP,22.6638888,1,,Long,,,,sa3007992
Nicio Rodriguez,SIRP,23.1,1,-1,Long,,,-2,sa3011194
Tyler Fitzgerald,SS,25.0666666,1,1,Med,55,,,sa3011257
Tyrone Yulie,SIRP,21.1805555,,,Long,,,-1,sa3010246
Seth Corry,MIRP,23.9333333,-1,-1,Med,,1,-2,sa3004648
Ryder Green,RF,22.4277777,1,1,Med,60,1,,sa3007875
Jose Cruz,SIRP,22.3916666,,1,Med,,,-1,sa3006383
Carlos Jorge,2B,19.0472222,-1,1,Short,40,1,,sa3016722
Denny Larrondo,SP,20.3583333,1,2,Long,,,1,sa3010654
Ryan Walker,SIRP,26.8694444,-1,,Med,,1,1,sa3007594
Andrew Moore,SIRP,23.1611111,1,,Long,,1,-1,sa3016795
Madison Santos,CF,23.0916666,,1,Med,55,-1,,sa3006206
Ian Villers,SIRP,22.1055555,1,,Long,,-1,-1,sa3017303
Stevie Branche,SIRP,25.3916666,1,1,Med,,1,1,sa3014866
Fidel Montero,RF,18.8055555,1,,Long,70,,,sa3015856
Gerelmi Maldonado,SP,18.8,1,,Med,,,,sa3016018
Braylin Minier,3B,19.3277777,-2,-2,Short,60,,,sa3015177
Edgar Barclay,SIRP,24.3722222,,,Short,,1,1,sa1170012
Mat Olsen,SIRP,22.2527777,-1,1,Short,,,1,sa3017882
Chris McElvain,SP,22.0666666,,,,,,,
Brandon Lockridge,CF,25.5694444,,1,Med,40,,,sa3006856
Carson Ragsdale,SP,24.3722222,1,,Long,,,1,sa3014922
Reynardo Cruz,SP,20.9583333,1,1,Med,,,1,sa3016032
Anthony Hall,RF,21.6666666,,,Long,,,,sa3019987
Blake Rivera,SIRP,24.75,-1,1,Med,,,-1,sa3008261
Luis Mey,SIRP,21.2916666,2,,Long,,-1,-2,sa3010130
Alexander Ramirez,RF,20.1111111,1,1,Med,60,1,,sa3008757
Josh Breaux,C,25.0055555,,,Long,60,-1,,sa3008051
Jimmy Glowenke,2B,23.3444444,-1,-1,Short,50,1,,sa3014548
Javi Rivera,SP,22.8666666,,1,Short,,1,1,sa3018184
Natanael Santana,RF,21.2,2,2,Med,50,-2,,sa3008950
Kai-Wei Teng,MIRP,23.8555555,-1,,Med,,,,sa3007229
Mark Kolozsvary,C,27.0972222,,1,Short,45,,,21304
Michael Stefanic,2B,26.625,,,,,,,25353
Douglas Glod,3B,17.7194444,-1,,Short,40,1,,sa3019685
Trey Faltine,SS,21.7527777,,,,,,,sa3020118
Jhonathan Diaz,SP,26.0722222,-1,,Med,,1,,20298
Cole Phillips,SP,19.3694444,1,1,Med,,,1,
Bryce Hubbart,SP,21.2805555,-1,,Short,,1,1,
Landon Marceaux,SP,23.0027777,,,Med,,1,-1,sa3017913
Seth Keller,SP,18.3694444,,,,,,,
Kevin Abel,SP,23.6388888,,,Med,,2,,sa3017879
Jack Kochanowicz,SP,21.7972222,1,,Long,,,1,sa3014539
Darius Vines,SP,24.4416666,,,Med,,,2,sa918848
Joe Boyle,SIRP,23.1527777,-2,-1,Long,,-2,-2,sa3014498
Nelson Rada,RF,17.1222222,1,,Long,,,,sa3018421
Jesus Cruz,SIRP,27.4833333,-1,-1,Med,,,-1,20042
Hector Rodriguez,2B,18.5777777,-2,,Short,40,2,,sa3015828
Jose Marte,SIRP,26.3194444,,,Long,,,-1,21761
Jasseel De La Cruz,SIRP,25.2861111,1,,Long,,,-2,sa879559
Eric Yang,C,24.5361111,,-1,Med,45,1,,sa1169769
Elvis Peguero,SIRP,25.5527777,1,,Long,,,-1,21652
Austin Smith,SIRP,23.2972222,,,Med,,,,sa3017071
Justice Thompson,CF,22.2527777,1,,Long,45,,,sa3017395
Robinson Pina,SIRP,23.8694444,1,,Long,,-1,-1,sa3003123
David McCabe,1B,22.5388888,,,,,,,sa3019964
David McCabe,1B,22.5388888,,,,,,,sa3019964
Luke Murphy,SIRP,22.9277777,,,Long,,,,sa3017653
Justyn-Henry Malloy,3B,22.6388888,,,Med,30,,,sa3017073
Austin Warren,SIRP,26.4277777,,1,Med,,,,24937
Tyler Collins,CF,19.5916666,,,Short,50,,,sa3017168
Victor Mederos,SP,21.3361111,,-1,Med,,-1,-1,
Adam Shoemaker,SIRP,19.8861111,2,-1,Long,,-1,,sa3017888
Kelvin Caceres,SIRP,22.7027777,,1,Short,,,-2,sa3005876
Jose Salvador,SIRP,23.05,,1,Long,,1,,sa3006482
David Calabrese,CF,20.0361111,,,Short,40,1,,sa3014507
Connor Higgins,SIRP,26.2166666,,-1,Long,,1,,sa3006808
Ivan Armstrong,MIRP,22.2,-1,-1,Med,,1,,sa3006358
Jose Soriano,SIRP,23.9694444,1,-1,Long,,-1,-1,sa916702
Pete Hansen,SP,22.1972222,,,,,,,
Jake Walsh,SIRP,27.2194444,,1,Med,,,-1,20227
Gustavo J. Rodriguez,SIRP,21.7527777,2,,Long,,,-1,sa3008438
Won-Bin Cho,LF,19.1361111,1,,Long,50,,,sa3019526
Ryan Loutos,SIRP,23.6944444,,,Med,,1,11,sa3016850
Cory Thompson,SIRP,28.0444444,,-1,Med,,,,sa738349
Moises Gomez,RF,24.1166666,,,Med,55,,,sa875163
Chandler Redmond,1B,25.75,-1,-2,Med,40,,,sa1170749
Nathanael Heredia,SIRP,22.0805555,,-1,Long,,,,sa3009986
Edwin Nunez,SIRP,20.9277777,1,,Med,,-1,1,sa3014813
Randel Clemente,SIRP,20.8944444,2,,Long,,,,sa3016003
Henry Bolte,RF,19.1805555,,,,,,,sa3020006
Alec Willis,SP,19.525,1,,Long,,,1,sa3017992
Angel Arevalo,2B,19.0194444,-1,1,Short,40,1,,sa3016972
Robert Puason,SS,20.0777777,1,1,Long,60,-2,,sa3014697
Yehizon Sanchez,SP,21.8972222,,,,,,,sa3011574
Clark Elliott,RF,22.0277777,,,,,,,sa3019972
Junior Perez,RF,21.2638888,,1,Med,50,-1,,sa3005744
Eduardo Rivera,SIRP,19.3222222,1,1,Long,,,,sa3017951
Dany Jimenez,SIRP,26.7944444,1,,Long,,,-1,21170
Wandisson Charles,SIRP,26.0888888,2,,Long,,-1,-1,sa874818
Aiden McIntyre,SIRP,27.1166666,1,1,Long,,,2,sa3007733
Stevie Emanuels,SP,23.6916666,,,Long,,-1,1,sa3014698
Silas Ardoin,C,22.0555555,,,,,,,sa3019976
Yaqui Rivera,SP,19.2222222,,,,,,,sa3015504
Brandon Young,SP,24.1388888,,,Med,,1,1,sa3014926
Zach Watson,CF,25.2888888,-1,1,Short,60,1,,sa3011258
Aaron Bracho,2B,21.4583333,-1,-1,Short,40,,,sa3010018
Cadyn Grenier,SS,25.9416666,-1,1,Short,60,-1,,sa3008140
Andrew Misiaszek,MIRP,25.125,,,Med,,,,sa3010118
Anthony Servideo,SS,23.5777777,,1,Med,55,,,sa3014472
Carlos Vargas,SIRP,22.9888888,1,,Med,,,-1,sa3007467
John Rhodes,3B,22.15,1,1,Med,55,-1,,sa3017162
Joey Cantillo,SP,22.8083333,1,,Long,,1,2,sa3005246
Logan Gillaspie,MIRP,25.4777777,,1,Long,,1,,22461
Javier Santos,SP,19.3527777,-1,1,Med,,,-1,
Carlos Tavera,MIRP,24.0083333,,,Short,,,,sa3017536
Nate Furman,2B,21.2111111,,,,,,,
Carson Taylor,C,23.3527777,,-1,Med,40,1,,sa3014468
Yennier Cano,SIRP,28.5833333,,,Med,,,-1,25911
Jake Fox,SS,19.6583333,,,Med,45,,,sa3017734
Juan Alonso,CF,18.9333333,,1,Short,55,-1,,sa3016331
Morgan McSweeney,SIRP,25.05,,,Med,,1,1,sa3010781
Alexfri Planez,RF,21.1444444,2,,Long,60,,,sa3005515
River Ryan,SP,24.1444444,,1,Short,,-1,,sa3016863
Tyler Burch,SIRP,25.1027777,,1,Short,,1,-1,sa1172727
Junior Sanquintin,3B,20.7527777,1,1,Med,60,,,sa3010863
Yeiner Fernandez,C,20.0555555,-1,1,Short,40,1,,sa3015182
Keagan Gillies,SIRP,24.7,2,1,Long,,,,sa3017686
David Fry,C,26.8861111,,-1,Med,50,1,,sa3006787
Kyle Hurt,MIRP,24.3583333,1,-1,Med,,-1,1,sa3016453
Darren Baker,2B,23.6611111,,1,Med,40,1,,sa3017554
Dylan Ray,SIRP,21.4166666,,,,,,,
